"Olzhabay, Y.; Hamidi, M.N.; Ishak, D.; Marzuki, A.; Ng, A.; Ukaegbu, I.A.Performance Evaluation of Emerging Perovskite Photovoltaic Energy-Harvesting System for BIPV Applications. Smart Cities 2023, 6, 2430-2446.https://doi.org/10.3390/smartcities6050110",3,Smart Cities

"Bibri, S.E.; Jagatheesaperumal, S.K.Harnessing the Potential of the Metaverse and Artificial Intelligence for the Internet of City Things: Cost-Effective XReality and Synergistic AIoT Technologies. Smart Cities 2023, 6, 2397-2429.https://doi.org/10.3390/smartcities6050109",3,Smart Cities

"Xu, A.; Zhang, R.; Yu, J.; Dong, Y.Energy Saving Optimization of Commercial Complex Atrium Roof with Resilient Ventilation Using Machine Learning. Smart Cities 2023, 6, 2367-2396.https://doi.org/10.3390/smartcities6050108",3,Smart Cities

"Lyu, Z.; Pons, D.; Palliparampil, G.; Zhang, Y.Optimising Urban Freight Logistics Using Discrete-Event Simulation and Cluster Analysis: A Stochastic Two-Tier Hub-and-Spoke Architecture Approach. Smart Cities 2023, 6, 2347-2366.https://doi.org/10.3390/smartcities6050107",3,Smart Cities

"Ahmed, V.; Khatri, M.F.; Bahroun, Z.; Basheer, N.Optimizing Smart Campus Solutions: An Evidential Reasoning Decision Support Tool. Smart Cities 2023, 6, 2308-2346.https://doi.org/10.3390/smartcities6050106",3,Smart Cities

"Yang, H.; Peng, J.; Zhang, Y.; Luo, X.; Yan, X.Understanding the Spatiotemporal Impacts of the Built Environment on Different Types of Metro Ridership: A Case Study in Wuhan, China. Smart Cities 2023, 6, 2282-2307.https://doi.org/10.3390/smartcities6050105",3,Smart Cities

"Yang, X.; Ahemd, H.U.; Huang, Y.; Lu, P.Cumulatively Anticipative Car-Following Model with Enhanced Safety for Autonomous Vehicles in Mixed Driver Environments. Smart Cities 2023, 6, 2260-2281.https://doi.org/10.3390/smartcities6050104",3,Smart Cities

